# layer_id eta phi delta_eta delta_phi rmin rmax
L 5 -0.5 0.5 10 -3.14159265 3.14159265 64 2680 3780
C 5 -0.05 0.3436117 0.1 0.09817477 2680 3780 layer5_eta4_phi35 4 35
C 5 -0.05 0.44178647 0.1 0.09817477 2680 3780 layer5_eta4_phi36 4 36
C 5 -0.05 0.53996124 0.1 0.09817477 2680 3780 layer5_eta4_phi37 4 37
C 5 -0.05 0.63813601 0.1 0.09817477 2680 3780 layer5_eta4_phi38 4 38
C 5 -0.05 0.73631078 0.1 0.09817477 2680 3780 layer5_eta4_phi39 4 39
C 5 -0.05 0.83448555 0.1 0.09817477 2680 3780 layer5_eta4_phi40 4 40
C 5 -0.05 0.93266032 0.1 0.09817477 2680 3780 layer5_eta4_phi41 4 41
C 5 -0.05 1.03083509 0.1 0.09817477 2680 3780 layer5_eta4_phi42 4 42
C 5 -0.05 1.12900986 0.1 0.09817477 2680 3780 layer5_eta4_phi43 4 43
C 5 -0.05 1.22718463 0.1 0.09817477 2680 3780 layer5_eta4_phi44 4 44
C 5 -0.05 1.3253594 0.1 0.09817477 2680 3780 layer5_eta4_phi45 4 45
C 5 -0.05 1.42353417 0.1 0.09817477 2680 3780 layer5_eta4_phi46 4 46
C 5 -0.05 1.52170894 0.1 0.09817477 2680 3780 layer5_eta4_phi47 4 47
C 5 -0.05 1.61988371 0.1 0.09817477 2680 3780 layer5_eta4_phi48 4 48
C 5 -0.05 1.71805848 0.1 0.09817477 2680 3780 layer5_eta4_phi49 4 49
C 5 -0.05 1.81623325 0.1 0.09817477 2680 3780 layer5_eta4_phi50 4 50
C 5 -0.05 1.91440802 0.1 0.09817477 2680 3780 layer5_eta4_phi51 4 51
C 5 -0.05 2.01258279 0.1 0.09817477 2680 3780 layer5_eta4_phi52 4 52
C 5 -0.05 2.11075756 0.1 0.09817477 2680 3780 layer5_eta4_phi53 4 53
C 5 -0.05 2.20893233 0.1 0.09817477 2680 3780 layer5_eta4_phi54 4 54
C 5 -0.05 2.3071071 0.1 0.09817477 2680 3780 layer5_eta4_phi55 4 55
C 5 -0.05 2.40528188 0.1 0.09817477 2680 3780 layer5_eta4_phi56 4 56
C 5 -0.05 2.50345665 0.1 0.09817477 2680 3780 layer5_eta4_phi57 4 57
C 5 -0.05 2.60163142 0.1 0.09817477 2680 3780 layer5_eta4_phi58 4 58
C 5 -0.05 2.69980619 0.1 0.09817477 2680 3780 layer5_eta4_phi59 4 59
C 5 -0.05 2.79798096 0.1 0.09817477 2680 3780 layer5_eta4_phi60 4 60
C 5 -0.05 2.89615573 0.1 0.09817477 2680 3780 layer5_eta4_phi61 4 61
C 5 -0.05 2.9943305 0.1 0.09817477 2680 3780 layer5_eta4_phi62 4 62
C 5 -0.05 3.09250527 0.1 0.09817477 2680 3780 layer5_eta4_phi63 4 63
C 5 0.05 -3.09250527 0.1 0.09817477 2680 3780 layer5_eta5_phi0 5 0
C 5 0.05 -2.9943305 0.1 0.09817477 2680 3780 layer5_eta5_phi1 5 1
C 5 0.05 -2.89615573 0.1 0.09817477 2680 3780 layer5_eta5_phi2 5 2
C 5 0.05 -2.79798096 0.1 0.09817477 2680 3780 layer5_eta5_phi3 5 3
C 5 0.05 -2.69980619 0.1 0.09817477 2680 3780 layer5_eta5_phi4 5 4
C 5 0.05 -2.60163142 0.1 0.09817477 2680 3780 layer5_eta5_phi5 5 5
C 5 0.05 -2.50345665 0.1 0.09817477 2680 3780 layer5_eta5_phi6 5 6
C 5 0.05 -2.40528188 0.1 0.09817477 2680 3780 layer5_eta5_phi7 5 7
C 5 0.05 -2.3071071 0.1 0.09817477 2680 3780 layer5_eta5_phi8 5 8
C 5 0.05 -2.20893233 0.1 0.09817477 2680 3780 layer5_eta5_phi9 5 9
C 5 0.05 -2.11075756 0.1 0.09817477 2680 3780 layer5_eta5_phi10 5 10
C 5 0.05 -2.01258279 0.1 0.09817477 2680 3780 layer5_eta5_phi11 5 11
C 5 0.05 -1.91440802 0.1 0.09817477 2680 3780 layer5_eta5_phi12 5 12
C 5 0.05 -1.81623325 0.1 0.09817477 2680 3780 layer5_eta5_phi13 5 13
C 5 0.05 -1.71805848 0.1 0.09817477 2680 3780 layer5_eta5_phi14 5 14
C 5 0.05 -1.61988371 0.1 0.09817477 2680 3780 layer5_eta5_phi15 5 15
C 5 0.05 -1.52170894 0.1 0.09817477 2680 3780 layer5_eta5_phi16 5 16
C 5 0.05 -1.42353417 0.1 0.09817477 2680 3780 layer5_eta5_phi17 5 17
C 5 0.05 -1.3253594 0.1 0.09817477 2680 3780 layer5_eta5_phi18 5 18
C 5 0.05 -1.22718463 0.1 0.09817477 2680 3780 layer5_eta5_phi19 5 19
C 5 0.05 -1.12900986 0.1 0.09817477 2680 3780 layer5_eta5_phi20 5 20
C 5 0.05 -1.03083509 0.1 0.09817477 2680 3780 layer5_eta5_phi21 5 21
C 5 0.05 -0.93266032 0.1 0.09817477 2680 3780 layer5_eta5_phi22 5 22
C 5 0.05 -0.83448555 0.1 0.09817477 2680 3780 layer5_eta5_phi23 5 23
C 5 0.05 -0.73631078 0.1 0.09817477 2680 3780 layer5_eta5_phi24 5 24
C 5 0.05 -0.63813601 0.1 0.09817477 2680 3780 layer5_eta5_phi25 5 25
C 5 0.05 -0.53996124 0.1 0.09817477 2680 3780 layer5_eta5_phi26 5 26
C 5 0.05 -0.44178647 0.1 0.09817477 2680 3780 layer5_eta5_phi27 5 27
C 5 0.05 -0.3436117 0.1 0.09817477 2680 3780 layer5_eta5_phi28 5 28
C 5 0.05 -0.24543693 0.1 0.09817477 2680 3780 layer5_eta5_phi29 5 29
C 5 0.05 -0.14726216 0.1 0.09817477 2680 3780 layer5_eta5_phi30 5 30
C 5 0.05 -0.04908739 0.1 0.09817477 2680 3780 layer5_eta5_phi31 5 31
C 5 0.05 0.04908739 0.1 0.09817477 2680 3780 layer5_eta5_phi32 5 32
C 5 0.05 0.14726216 0.1 0.09817477 2680 3780 layer5_eta5_phi33 5 33
C 5 0.05 0.24543693 0.1 0.09817477 2680 3780 layer5_eta5_phi34 5 34
C 5 0.05 0.3436117 0.1 0.09817477 2680 3780 layer5_eta5_phi35 5 35
C 5 0.05 0.44178647 0.1 0.09817477 2680 3780 layer5_eta5_phi36 5 36
C 5 0.05 0.53996124 0.1 0.09817477 2680 3780 layer5_eta5_phi37 5 37
C 5 0.05 0.63813601 0.1 0.09817477 2680 3780 layer5_eta5_phi38 5 38
C 5 0.05 0.73631078 0.1 0.09817477 2680 3780 layer5_eta5_phi39 5 39
C 5 0.05 0.83448555 0.1 0.09817477 2680 3780 layer5_eta5_phi40 5 40
C 5 0.05 0.93266032 0.1 0.09817477 2680 3780 layer5_eta5_phi41 5 41
C 5 0.05 1.03083509 0.1 0.09817477 2680 3780 layer5_eta5_phi42 5 42
C 5 0.05 1.12900986 0.1 0.09817477 2680 3780 layer5_eta5_phi43 5 43
C 5 0.05 1.22718463 0.1 0.09817477 2680 3780 layer5_eta5_phi44 5 44
C 5 0.05 1.3253594 0.1 0.09817477 2680 3780 layer5_eta5_phi45 5 45
C 5 0.05 1.42353417 0.1 0.09817477 2680 3780 layer5_eta5_phi46 5 46
C 5 0.05 1.52170894 0.1 0.09817477 2680 3780 layer5_eta5_phi47 5 47
C 5 0.05 1.61988371 0.1 0.09817477 2680 3780 layer5_eta5_phi48 5 48
C 5 0.05 1.71805848 0.1 0.09817477 2680 3780 layer5_eta5_phi49 5 49
C 5 0.05 1.81623325 0.1 0.09817477 2680 3780 layer5_eta5_phi50 5 50
C 5 0.05 1.91440802 0.1 0.09817477 2680 3780 layer5_eta5_phi51 5 51
C 5 0.05 2.01258279 0.1 0.09817477 2680 3780 layer5_eta5_phi52 5 52
C 5 0.05 2.11075756 0.1 0.09817477 2680 3780 layer5_eta5_phi53 5 53
C 5 0.05 2.20893233 0.1 0.09817477 2680 3780 layer5_eta5_phi54 5 54
C 5 0.05 2.3071071 0.1 0.09817477 2680 3780 layer5_eta5_phi55 5 55
C 5 0.05 2.40528188 0.1 0.09817477 2680 3780 layer5_eta5_phi56 5 56
C 5 0.05 2.50345665 0.1 0.09817477 2680 3780 layer5_eta5_phi57 5 57
C 5 0.05 2.60163142 0.1 0.09817477 2680 3780 layer5_eta5_phi58 5 58
C 5 0.05 2.69980619 0.1 0.09817477 2680 3780 layer5_eta5_phi59 5 59
C 5 0.05 2.79798096 0.1 0.09817477 2680 3780 layer5_eta5_phi60 5 60
C 5 0.05 2.89615573 0.1 0.09817477 2680 3780 layer5_eta5_phi61 5 61
C 5 0.05 2.9943305 0.1 0.09817477 2680 3780 layer5_eta5_phi62 5 62
C 5 0.05 3.09250527 0.1 0.09817477 2680 3780 layer5_eta5_phi63 5 63
C 5 0.15 -3.09250527 0.1 0.09817477 2680 3780 layer5_eta6_phi0 6 0
C 5 0.15 -2.9943305 0.1 0.09817477 2680 3780 layer5_eta6_phi1 6 1
C 5 0.15 -2.89615573 0.1 0.09817477 2680 3780 layer5_eta6_phi2 6 2
C 5 0.15 -2.79798096 0.1 0.09817477 2680 3780 layer5_eta6_phi3 6 3
C 5 0.15 -2.69980619 0.1 0.09817477 2680 3780 layer5_eta6_phi4 6 4
C 5 0.15 -2.60163142 0.1 0.09817477 2680 3780 layer5_eta6_phi5 6 5
C 5 0.15 -2.50345665 0.1 0.09817477 2680 3780 layer5_eta6_phi6 6 6
C 5 0.15 -2.40528188 0.1 0.09817477 2680 3780 layer5_eta6_phi7 6 7
C 5 0.15 -2.3071071 0.1 0.09817477 2680 3780 layer5_eta6_phi8 6 8
C 5 0.15 -2.20893233 0.1 0.09817477 2680 3780 layer5_eta6_phi9 6 9
C 5 0.15 -2.11075756 0.1 0.09817477 2680 3780 layer5_eta6_phi10 6 10
C 5 0.15 -2.01258279 0.1 0.09817477 2680 3780 layer5_eta6_phi11 6 11
C 5 0.15 -1.91440802 0.1 0.09817477 2680 3780 layer5_eta6_phi12 6 12
C 5 0.15 -1.81623325 0.1 0.09817477 2680 3780 layer5_eta6_phi13 6 13
C 5 0.15 -1.71805848 0.1 0.09817477 2680 3780 layer5_eta6_phi14 6 14
C 5 0.15 -1.61988371 0.1 0.09817477 2680 3780 layer5_eta6_phi15 6 15
C 5 0.15 -1.52170894 0.1 0.09817477 2680 3780 layer5_eta6_phi16 6 16
C 5 0.15 -1.42353417 0.1 0.09817477 2680 3780 layer5_eta6_phi17 6 17
C 5 0.15 -1.3253594 0.1 0.09817477 2680 3780 layer5_eta6_phi18 6 18
C 5 0.15 -1.22718463 0.1 0.09817477 2680 3780 layer5_eta6_phi19 6 19
C 5 0.15 -1.12900986 0.1 0.09817477 2680 3780 layer5_eta6_phi20 6 20
C 5 0.15 -1.03083509 0.1 0.09817477 2680 3780 layer5_eta6_phi21 6 21
C 5 0.15 -0.93266032 0.1 0.09817477 2680 3780 layer5_eta6_phi22 6 22
C 5 0.15 -0.83448555 0.1 0.09817477 2680 3780 layer5_eta6_phi23 6 23
C 5 0.15 -0.73631078 0.1 0.09817477 2680 3780 layer5_eta6_phi24 6 24
C 5 0.15 -0.63813601 0.1 0.09817477 2680 3780 layer5_eta6_phi25 6 25
C 5 0.15 -0.53996124 0.1 0.09817477 2680 3780 layer5_eta6_phi26 6 26
C 5 0.15 -0.44178647 0.1 0.09817477 2680 3780 layer5_eta6_phi27 6 27
C 5 0.15 -0.3436117 0.1 0.09817477 2680 3780 layer5_eta6_phi28 6 28
C 5 0.15 -0.24543693 0.1 0.09817477 2680 3780 layer5_eta6_phi29 6 29
C 5 0.15 -0.14726216 0.1 0.09817477 2680 3780 layer5_eta6_phi30 6 30
C 5 0.15 -0.04908739 0.1 0.09817477 2680 3780 layer5_eta6_phi31 6 31
C 5 0.15 0.04908739 0.1 0.09817477 2680 3780 layer5_eta6_phi32 6 32
C 5 0.15 0.14726216 0.1 0.09817477 2680 3780 layer5_eta6_phi33 6 33
C 5 0.15 0.24543693 0.1 0.09817477 2680 3780 layer5_eta6_phi34 6 34
C 5 0.15 0.3436117 0.1 0.09817477 2680 3780 layer5_eta6_phi35 6 35
C 5 0.15 0.44178647 0.1 0.09817477 2680 3780 layer5_eta6_phi36 6 36
C 5 0.15 0.53996124 0.1 0.09817477 2680 3780 layer5_eta6_phi37 6 37
C 5 0.15 0.63813601 0.1 0.09817477 2680 3780 layer5_eta6_phi38 6 38
C 5 0.15 0.73631078 0.1 0.09817477 2680 3780 layer5_eta6_phi39 6 39
C 5 0.15 0.83448555 0.1 0.09817477 2680 3780 layer5_eta6_phi40 6 40
C 5 0.15 0.93266032 0.1 0.09817477 2680 3780 layer5_eta6_phi41 6 41
C 5 0.15 1.03083509 0.1 0.09817477 2680 3780 layer5_eta6_phi42 6 42
C 5 0.15 1.12900986 0.1 0.09817477 2680 3780 layer5_eta6_phi43 6 43
C 5 0.15 1.22718463 0.1 0.09817477 2680 3780 layer5_eta6_phi44 6 44
C 5 0.15 1.3253594 0.1 0.09817477 2680 3780 layer5_eta6_phi45 6 45
C 5 0.15 1.42353417 0.1 0.09817477 2680 3780 layer5_eta6_phi46 6 46
C 5 0.15 1.52170894 0.1 0.09817477 2680 3780 layer5_eta6_phi47 6 47
C 5 0.15 1.61988371 0.1 0.09817477 2680 3780 layer5_eta6_phi48 6 48
C 5 0.15 1.71805848 0.1 0.09817477 2680 3780 layer5_eta6_phi49 6 49
C 5 0.15 1.81623325 0.1 0.09817477 2680 3780 layer5_eta6_phi50 6 50
C 5 0.15 1.91440802 0.1 0.09817477 2680 3780 layer5_eta6_phi51 6 51
C 5 0.15 2.01258279 0.1 0.09817477 2680 3780 layer5_eta6_phi52 6 52
C 5 0.15 2.11075756 0.1 0.09817477 2680 3780 layer5_eta6_phi53 6 53
C 5 0.15 2.20893233 0.1 0.09817477 2680 3780 layer5_eta6_phi54 6 54
C 5 0.15 2.3071071 0.1 0.09817477 2680 3780 layer5_eta6_phi55 6 55
C 5 0.15 2.40528188 0.1 0.09817477 2680 3780 layer5_eta6_phi56 6 56
C 5 0.15 2.50345665 0.1 0.09817477 2680 3780 layer5_eta6_phi57 6 57
C 5 0.15 2.60163142 0.1 0.09817477 2680 3780 layer5_eta6_phi58 6 58
C 5 0.15 2.69980619 0.1 0.09817477 2680 3780 layer5_eta6_phi59 6 59
C 5 0.15 2.79798096 0.1 0.09817477 2680 3780 layer5_eta6_phi60 6 60
C 5 0.15 2.89615573 0.1 0.09817477 2680 3780 layer5_eta6_phi61 6 61
C 5 0.15 2.9943305 0.1 0.09817477 2680 3780 layer5_eta6_phi62 6 62
C 5 0.15 3.09250527 0.1 0.09817477 2680 3780 layer5_eta6_phi63 6 63
C 5 0.25 -3.09250527 0.1 0.09817477 2680 3780 layer5_eta7_phi0 7 0
C 5 0.25 -2.9943305 0.1 0.09817477 2680 3780 layer5_eta7_phi1 7 1
C 5 0.25 -2.89615573 0.1 0.09817477 2680 3780 layer5_eta7_phi2 7 2
C 5 0.25 -2.79798096 0.1 0.09817477 2680 3780 layer5_eta7_phi3 7 3
C 5 0.25 -2.69980619 0.1 0.09817477 2680 3780 layer5_eta7_phi4 7 4
C 5 0.25 -2.60163142 0.1 0.09817477 2680 3780 layer5_eta7_phi5 7 5
C 5 0.25 -2.50345665 0.1 0.09817477 2680 3780 layer5_eta7_phi6 7 6
C 5 0.25 -2.40528188 0.1 0.09817477 2680 3780 layer5_eta7_phi7 7 7
C 5 0.25 -2.3071071 0.1 0.09817477 2680 3780 layer5_eta7_phi8 7 8
C 5 0.25 -2.20893233 0.1 0.09817477 2680 3780 layer5_eta7_phi9 7 9
C 5 0.25 -2.11075756 0.1 0.09817477 2680 3780 layer5_eta7_phi10 7 10
C 5 0.25 -2.01258279 0.1 0.09817477 2680 3780 layer5_eta7_phi11 7 11
C 5 0.25 -1.91440802 0.1 0.09817477 2680 3780 layer5_eta7_phi12 7 12
C 5 0.25 -1.81623325 0.1 0.09817477 2680 3780 layer5_eta7_phi13 7 13
C 5 0.25 -1.71805848 0.1 0.09817477 2680 3780 layer5_eta7_phi14 7 14
C 5 0.25 -1.61988371 0.1 0.09817477 2680 3780 layer5_eta7_phi15 7 15
C 5 0.25 -1.52170894 0.1 0.09817477 2680 3780 layer5_eta7_phi16 7 16
C 5 0.25 -1.42353417 0.1 0.09817477 2680 3780 layer5_eta7_phi17 7 17
C 5 0.25 -1.3253594 0.1 0.09817477 2680 3780 layer5_eta7_phi18 7 18
C 5 0.25 -1.22718463 0.1 0.09817477 2680 3780 layer5_eta7_phi19 7 19
C 5 0.25 -1.12900986 0.1 0.09817477 2680 3780 layer5_eta7_phi20 7 20
C 5 0.25 -1.03083509 0.1 0.09817477 2680 3780 layer5_eta7_phi21 7 21
C 5 0.25 -0.93266032 0.1 0.09817477 2680 3780 layer5_eta7_phi22 7 22
C 5 0.25 -0.83448555 0.1 0.09817477 2680 3780 layer5_eta7_phi23 7 23
C 5 0.25 -0.73631078 0.1 0.09817477 2680 3780 layer5_eta7_phi24 7 24
C 5 0.25 -0.63813601 0.1 0.09817477 2680 3780 layer5_eta7_phi25 7 25
C 5 0.25 -0.53996124 0.1 0.09817477 2680 3780 layer5_eta7_phi26 7 26
C 5 0.25 -0.44178647 0.1 0.09817477 2680 3780 layer5_eta7_phi27 7 27
C 5 0.25 -0.3436117 0.1 0.09817477 2680 3780 layer5_eta7_phi28 7 28
C 5 0.25 -0.24543693 0.1 0.09817477 2680 3780 layer5_eta7_phi29 7 29
C 5 0.25 -0.14726216 0.1 0.09817477 2680 3780 layer5_eta7_phi30 7 30
C 5 0.25 -0.04908739 0.1 0.09817477 2680 3780 layer5_eta7_phi31 7 31
C 5 0.25 0.04908739 0.1 0.09817477 2680 3780 layer5_eta7_phi32 7 32
C 5 0.25 0.14726216 0.1 0.09817477 2680 3780 layer5_eta7_phi33 7 33
C 5 0.25 0.24543693 0.1 0.09817477 2680 3780 layer5_eta7_phi34 7 34
C 5 0.25 0.3436117 0.1 0.09817477 2680 3780 layer5_eta7_phi35 7 35
C 5 0.25 0.44178647 0.1 0.09817477 2680 3780 layer5_eta7_phi36 7 36
C 5 0.25 0.53996124 0.1 0.09817477 2680 3780 layer5_eta7_phi37 7 37
C 5 0.25 0.63813601 0.1 0.09817477 2680 3780 layer5_eta7_phi38 7 38
C 5 0.25 0.73631078 0.1 0.09817477 2680 3780 layer5_eta7_phi39 7 39
C 5 0.25 0.83448555 0.1 0.09817477 2680 3780 layer5_eta7_phi40 7 40
C 5 0.25 0.93266032 0.1 0.09817477 2680 3780 layer5_eta7_phi41 7 41
C 5 0.25 1.03083509 0.1 0.09817477 2680 3780 layer5_eta7_phi42 7 42
C 5 0.25 1.12900986 0.1 0.09817477 2680 3780 layer5_eta7_phi43 7 43
C 5 0.25 1.22718463 0.1 0.09817477 2680 3780 layer5_eta7_phi44 7 44
C 5 0.25 1.3253594 0.1 0.09817477 2680 3780 layer5_eta7_phi45 7 45
C 5 0.25 1.42353417 0.1 0.09817477 2680 3780 layer5_eta7_phi46 7 46
C 5 0.25 1.52170894 0.1 0.09817477 2680 3780 layer5_eta7_phi47 7 47
C 5 0.25 1.61988371 0.1 0.09817477 2680 3780 layer5_eta7_phi48 7 48
C 5 0.25 1.71805848 0.1 0.09817477 2680 3780 layer5_eta7_phi49 7 49
C 5 0.25 1.81623325 0.1 0.09817477 2680 3780 layer5_eta7_phi50 7 50
C 5 0.25 1.91440802 0.1 0.09817477 2680 3780 layer5_eta7_phi51 7 51
C 5 0.25 2.01258279 0.1 0.09817477 2680 3780 layer5_eta7_phi52 7 52
C 5 0.25 2.11075756 0.1 0.09817477 2680 3780 layer5_eta7_phi53 7 53
C 5 0.25 2.20893233 0.1 0.09817477 2680 3780 layer5_eta7_phi54 7 54
C 5 0.25 2.3071071 0.1 0.09817477 2680 3780 layer5_eta7_phi55 7 55
C 5 0.25 2.40528188 0.1 0.09817477 2680 3780 layer5_eta7_phi56 7 56
C 5 0.25 2.50345665 0.1 0.09817477 2680 3780 layer5_eta7_phi57 7 57
C 5 0.25 2.60163142 0.1 0.09817477 2680 3780 layer5_eta7_phi58 7 58
C 5 0.25 2.69980619 0.1 0.09817477 2680 3780 layer5_eta7_phi59 7 59
C 5 0.25 2.79798096 0.1 0.09817477 2680 3780 layer5_eta7_phi60 7 60
C 5 0.25 2.89615573 0.1 0.09817477 2680 3780 layer5_eta7_phi61 7 61
C 5 0.25 2.9943305 0.1 0.09817477 2680 3780 layer5_eta7_phi62 7 62
C 5 0.25 3.09250527 0.1 0.09817477 2680 3780 layer5_eta7_phi63 7 63
C 5 0.35 -3.09250527 0.1 0.09817477 2680 3780 layer5_eta8_phi0 8 0
C 5 0.35 -2.9943305 0.1 0.09817477 2680 3780 layer5_eta8_phi1 8 1
C 5 0.35 -2.89615573 0.1 0.09817477 2680 3780 layer5_eta8_phi2 8 2
C 5 0.35 -2.79798096 0.1 0.09817477 2680 3780 layer5_eta8_phi3 8 3
C 5 0.35 -2.69980619 0.1 0.09817477 2680 3780 layer5_eta8_phi4 8 4
C 5 0.35 -2.60163142 0.1 0.09817477 2680 3780 layer5_eta8_phi5 8 5
C 5 0.35 -2.50345665 0.1 0.09817477 2680 3780 layer5_eta8_phi6 8 6
C 5 0.35 -2.40528188 0.1 0.09817477 2680 3780 layer5_eta8_phi7 8 7
C 5 0.35 -2.3071071 0.1 0.09817477 2680 3780 layer5_eta8_phi8 8 8
C 5 0.35 -2.20893233 0.1 0.09817477 2680 3780 layer5_eta8_phi9 8 9
C 5 0.35 -2.11075756 0.1 0.09817477 2680 3780 layer5_eta8_phi10 8 10
C 5 0.35 -2.01258279 0.1 0.09817477 2680 3780 layer5_eta8_phi11 8 11
C 5 0.35 -1.91440802 0.1 0.09817477 2680 3780 layer5_eta8_phi12 8 12
C 5 0.35 -1.81623325 0.1 0.09817477 2680 3780 layer5_eta8_phi13 8 13
C 5 0.35 -1.71805848 0.1 0.09817477 2680 3780 layer5_eta8_phi14 8 14
C 5 0.35 -1.61988371 0.1 0.09817477 2680 3780 layer5_eta8_phi15 8 15
C 5 0.35 -1.52170894 0.1 0.09817477 2680 3780 layer5_eta8_phi16 8 16
C 5 0.35 -1.42353417 0.1 0.09817477 2680 3780 layer5_eta8_phi17 8 17
C 5 0.35 -1.3253594 0.1 0.09817477 2680 3780 layer5_eta8_phi18 8 18
C 5 0.35 -1.22718463 0.1 0.09817477 2680 3780 layer5_eta8_phi19 8 19
C 5 0.35 -1.12900986 0.1 0.09817477 2680 3780 layer5_eta8_phi20 8 20
C 5 0.35 -1.03083509 0.1 0.09817477 2680 3780 layer5_eta8_phi21 8 21
C 5 0.35 -0.93266032 0.1 0.09817477 2680 3780 layer5_eta8_phi22 8 22
C 5 0.35 -0.83448555 0.1 0.09817477 2680 3780 layer5_eta8_phi23 8 23
C 5 0.35 -0.73631078 0.1 0.09817477 2680 3780 layer5_eta8_phi24 8 24
C 5 0.35 -0.63813601 0.1 0.09817477 2680 3780 layer5_eta8_phi25 8 25
C 5 0.35 -0.53996124 0.1 0.09817477 2680 3780 layer5_eta8_phi26 8 26
C 5 0.35 -0.44178647 0.1 0.09817477 2680 3780 layer5_eta8_phi27 8 27
C 5 0.35 -0.3436117 0.1 0.09817477 2680 3780 layer5_eta8_phi28 8 28
C 5 0.35 -0.24543693 0.1 0.09817477 2680 3780 layer5_eta8_phi29 8 29
C 5 0.35 -0.14726216 0.1 0.09817477 2680 3780 layer5_eta8_phi30 8 30
C 5 0.35 -0.04908739 0.1 0.09817477 2680 3780 layer5_eta8_phi31 8 31
C 5 0.35 0.04908739 0.1 0.09817477 2680 3780 layer5_eta8_phi32 8 32
C 5 0.35 0.14726216 0.1 0.09817477 2680 3780 layer5_eta8_phi33 8 33
C 5 0.35 0.24543693 0.1 0.09817477 2680 3780 layer5_eta8_phi34 8 34
C 5 0.35 0.3436117 0.1 0.09817477 2680 3780 layer5_eta8_phi35 8 35
C 5 0.35 0.44178647 0.1 0.09817477 2680 3780 layer5_eta8_phi36 8 36
C 5 0.35 0.53996124 0.1 0.09817477 2680 3780 layer5_eta8_phi37 8 37
C 5 0.35 0.63813601 0.1 0.09817477 2680 3780 layer5_eta8_phi38 8 38
C 5 0.35 0.73631078 0.1 0.09817477 2680 3780 layer5_eta8_phi39 8 39
C 5 0.35 0.83448555 0.1 0.09817477 2680 3780 layer5_eta8_phi40 8 40
C 5 0.35 0.93266032 0.1 0.09817477 2680 3780 layer5_eta8_phi41 8 41
C 5 0.35 1.03083509 0.1 0.09817477 2680 3780 layer5_eta8_phi42 8 42
C 5 0.35 1.12900986 0.1 0.09817477 2680 3780 layer5_eta8_phi43 8 43
C 5 0.35 1.22718463 0.1 0.09817477 2680 3780 layer5_eta8_phi44 8 44
C 5 0.35 1.3253594 0.1 0.09817477 2680 3780 layer5_eta8_phi45 8 45
C 5 0.35 1.42353417 0.1 0.09817477 2680 3780 layer5_eta8_phi46 8 46
C 5 0.35 1.52170894 0.1 0.09817477 2680 3780 layer5_eta8_phi47 8 47
C 5 0.35 1.61988371 0.1 0.09817477 2680 3780 layer5_eta8_phi48 8 48
C 5 0.35 1.71805848 0.1 0.09817477 2680 3780 layer5_eta8_phi49 8 49
C 5 0.35 1.81623325 0.1 0.09817477 2680 3780 layer5_eta8_phi50 8 50
C 5 0.35 1.91440802 0.1 0.09817477 2680 3780 layer5_eta8_phi51 8 51
C 5 0.35 2.01258279 0.1 0.09817477 2680 3780 layer5_eta8_phi52 8 52
C 5 0.35 2.11075756 0.1 0.09817477 2680 3780 layer5_eta8_phi53 8 53
C 5 0.35 2.20893233 0.1 0.09817477 2680 3780 layer5_eta8_phi54 8 54
C 5 0.35 2.3071071 0.1 0.09817477 2680 3780 layer5_eta8_phi55 8 55
C 5 0.35 2.40528188 0.1 0.09817477 2680 3780 layer5_eta8_phi56 8 56
C 5 0.35 2.50345665 0.1 0.09817477 2680 3780 layer5_eta8_phi57 8 57
C 5 0.35 2.60163142 0.1 0.09817477 2680 3780 layer5_eta8_phi58 8 58
C 5 0.35 2.69980619 0.1 0.09817477 2680 3780 layer5_eta8_phi59 8 59
C 5 0.35 2.79798096 0.1 0.09817477 2680 3780 layer5_eta8_phi60 8 60
C 5 0.35 2.89615573 0.1 0.09817477 2680 3780 layer5_eta8_phi61 8 61
C 5 0.35 2.9943305 0.1 0.09817477 2680 3780 layer5_eta8_phi62 8 62
C 5 0.35 3.09250527 0.1 0.09817477 2680 3780 layer5_eta8_phi63 8 63
C 5 0.45 -3.09250527 0.1 0.09817477 2680 3780 layer5_eta9_phi0 9 0
C 5 0.45 -2.9943305 0.1 0.09817477 2680 3780 layer5_eta9_phi1 9 1
C 5 0.45 -2.89615573 0.1 0.09817477 2680 3780 layer5_eta9_phi2 9 2
C 5 0.45 -2.79798096 0.1 0.09817477 2680 3780 layer5_eta9_phi3 9 3
C 5 0.45 -2.69980619 0.1 0.09817477 2680 3780 layer5_eta9_phi4 9 4
C 5 0.45 -2.60163142 0.1 0.09817477 2680 3780 layer5_eta9_phi5 9 5
C 5 0.45 -2.50345665 0.1 0.09817477 2680 3780 layer5_eta9_phi6 9 6
C 5 0.45 -2.40528188 0.1 0.09817477 2680 3780 layer5_eta9_phi7 9 7
C 5 0.45 -2.3071071 0.1 0.09817477 2680 3780 layer5_eta9_phi8 9 8
C 5 0.45 -2.20893233 0.1 0.09817477 2680 3780 layer5_eta9_phi9 9 9
C 5 0.45 -2.11075756 0.1 0.09817477 2680 3780 layer5_eta9_phi10 9 10
C 5 0.45 -2.01258279 0.1 0.09817477 2680 3780 layer5_eta9_phi11 9 11
C 5 0.45 -1.91440802 0.1 0.09817477 2680 3780 layer5_eta9_phi12 9 12
C 5 0.45 -1.81623325 0.1 0.09817477 2680 3780 layer5_eta9_phi13 9 13
